City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Teguise,ES,29.0605,-13.564,61.02,77,20,5.75,few clouds
452,Mporokoso,ZM,-9.3727,30.125,61.95,96,100,2.77,overcast clouds
453,Sorland,NO,67.667,12.6934,32.56,84,100,20.38,light snow
454,Teknaf,BD,20.8624,92.3058,59.13,61,99,12.06,overcast clouds
455,Madang,PG,-5.2246,145.7966,77.22,89,80,4.92,broken clouds
456,Sooke,CA,48.3746,-123.7276,54.57,57,4,18.41,clear sky
457,Luau,AO,-10.7073,22.2247,63.43,92,64,2.24,broken clouds
458,Karasjok,NO,69.4719,25.5112,5.11,97,12,4.18,few clouds
459,Naze,JP,28.3667,129.4833,63.52,89,99,7.83,overcast clouds
460,Salinopolis,BR,-0.6136,-47.3561,78.91,86,40,8.25,scattered clouds
461,Marzuq,YE,14.4,46.4667,62.85,62,24,1.68,few clouds
462,Mackay,AU,-21.15,149.2,81.68,73,40,20.71,light rain
463,Xam Nua,LA,20.4197,104.0439,60.64,99,100,2.53,overcast clouds
464,San Quintin,MX,30.4833,-115.95,74.48,30,81,9.17,broken clouds
465,Komagane,JP,35.7296,137.9396,28.18,71,78,1.74,broken clouds
466,Sobolevo,RU,54.4299,31.8996,24.96,87,42,13.69,scattered clouds
467,Inuvik,CA,68.3499,-133.7218,-17.64,76,75,3.44,broken clouds
468,Krasnoturansk,RU,54.3186,91.5639,-31.04,100,36,1.88,scattered clouds
469,Sambava,MG,-14.2667,50.1667,76.41,87,93,7.36,overcast clouds
470,Te Anau,NZ,-45.4167,167.7167,48.02,85,96,4.63,overcast clouds
471,Kindu,CD,-2.95,25.95,70.18,94,100,2.53,overcast clouds
472,Sochi,RU,43.6,39.7303,41.09,69,73,3.02,broken clouds
473,Matadi,CD,-5.8167,13.45,78.39,78,83,3.91,light rain
474,Surt,LY,31.2089,16.5887,57.15,62,0,8.68,clear sky
475,Saint-Denis,FR,48.9167,2.3333,39.11,70,0,9.22,clear sky
476,Chernyshevskiy,RU,63.0128,112.4714,-14.55,100,99,1.03,overcast clouds
477,Yambio,SS,4.5721,28.3955,76.24,29,36,4.88,scattered clouds
478,Yaan,NG,7.3833,8.5667,83.43,12,51,2.1,broken clouds
479,Roma,US,43.2128,-75.4557,30.72,74,100,14.0,overcast clouds
480,Merta,IN,26.65,74.0333,57.97,29,0,2.95,clear sky
481,Garden Grove,US,33.7739,-117.9415,91.74,17,40,8.05,scattered clouds
482,Zvishavane,ZW,-20.3267,30.0665,65.88,54,5,2.91,clear sky
483,Najran,SA,17.4924,44.1277,65.05,37,5,2.66,clear sky
484,Pitimbu,BR,-7.4706,-34.8086,82.99,75,23,9.98,few clouds
485,Mahajanga,MG,-15.7167,46.3167,78.82,94,20,1.14,few clouds
486,Barreirinhas,BR,-2.7469,-42.8264,78.96,81,25,7.74,scattered clouds
487,Kosa,RU,59.9445,54.9977,13.48,98,97,4.07,overcast clouds
488,Hofn,IS,64.2539,-15.2082,23.67,68,98,19.35,overcast clouds
489,Fountain Hills,US,33.6117,-111.7174,82.69,8,0,11.5,clear sky
490,Santa Branca,BR,-23.3967,-45.8839,72.66,73,75,11.5,broken clouds
491,Plouzane,FR,48.3833,-4.6167,48.29,84,75,17.27,broken clouds
492,Jaciara,BR,-15.9653,-54.9683,76.8,90,63,2.48,moderate rain
493,Iskandar,UZ,41.5539,69.7008,34.65,85,95,3.53,overcast clouds
494,Mayumba,GA,-3.432,10.6554,78.22,91,100,3.33,light rain
495,Santarem,BR,-2.4431,-54.7083,78.93,100,40,1.14,scattered clouds
496,Xingcheng,CN,40.6167,120.7167,14.2,76,79,9.24,broken clouds
497,Vanavara,RU,60.34,102.2797,-16.28,100,96,3.0,overcast clouds
498,Kushmurun,KZ,52.4503,64.6311,23.2,96,100,9.73,snow
499,Zyryanka,RU,65.75,150.85,-31.29,95,11,8.08,few clouds
500,Edgewater,US,28.9889,-80.9023,82.78,78,20,9.22,few clouds
501,Kachug,RU,53.9606,105.8817,-33.16,100,90,0.87,overcast clouds
502,Yatou,CN,37.15,122.3833,36.05,55,100,8.81,overcast clouds
503,Prescott,US,34.54,-112.4685,65.89,9,0,3.0,clear sky
504,Sirnak,TR,37.5228,42.4594,32.72,50,1,6.38,clear sky
505,Bac Lieu,VN,9.285,105.7244,77.76,84,82,14.23,broken clouds
506,Gold Coast,AU,-28.0,153.4333,78.01,75,40,11.5,scattered clouds
507,Boca Do Acre,BR,-8.7522,-67.3978,83.79,72,82,2.51,broken clouds
508,Kirakira,SB,-10.4544,161.9205,81.19,78,98,4.12,overcast clouds
509,Calvia,ES,39.5657,2.5062,52.92,84,8,4.9,clear sky
510,Seymchan,RU,62.8833,152.4333,-44.54,100,81,0.47,broken clouds
511,Belyy Yar,RU,53.6039,91.3903,-30.14,54,90,0.0,smoke
512,Megion,RU,61.0296,76.1136,-6.99,97,15,11.83,few clouds
513,Kota Kinabalu,MY,5.9749,116.0724,73.38,100,20,2.3,few clouds
514,Miracema Do Tocantins,BR,-9.5618,-48.3967,75.96,92,95,2.93,overcast clouds
515,Jaisalmer,IN,26.9147,70.9181,64.6,19,0,9.4,clear sky
516,Tual,ID,-5.6667,132.75,82.78,71,20,4.72,few clouds
517,White Rock,CA,49.0164,-122.8026,58.59,80,3,7.0,clear sky
518,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,76.1,72,100,0.29,overcast clouds
519,Kozyatyn,UA,49.7143,28.8339,27.9,82,6,4.72,clear sky
520,Mwanza,TZ,-2.5167,32.9,68.85,80,100,5.7,overcast clouds
521,Tautira,PF,-17.7333,-149.15,87.82,72,93,14.18,light rain
522,Shediac,CA,46.2198,-64.5411,47.03,81,75,9.22,broken clouds
523,Aswan,EG,24.0934,32.907,57.52,48,0,9.6,clear sky
524,Imeni Poliny Osipenko,RU,52.4201,136.4853,10.78,94,100,13.91,light snow
525,Elat,IL,29.5581,34.9482,53.44,62,0,6.91,clear sky
526,Miramar,US,25.9873,-80.2323,80.62,74,0,12.66,clear sky
527,Ayan,RU,56.45,138.1667,-7.08,80,50,6.71,scattered clouds
528,Chifeng,CN,42.2683,118.9636,9.25,77,77,3.91,broken clouds
529,Boyolangu,ID,-8.1181,111.8935,74.26,92,100,6.73,moderate rain
530,Tarragona,ES,41.129,1.249,55.35,81,75,1.14,light rain
531,Yamada,JP,39.4667,141.95,30.43,72,49,5.57,scattered clouds
532,College,US,64.8569,-147.8028,-0.71,74,75,0.0,broken clouds
533,Poso,ID,-1.3959,120.7524,75.04,90,100,2.8,overcast clouds
534,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,86,100,10.51,overcast clouds
535,Auxerre,FR,47.8,3.5667,29.62,69,67,6.98,broken clouds
536,Alofi,NU,-19.0595,-169.9187,85.89,70,45,14.97,scattered clouds
537,Namatanai,PG,-3.6667,152.4333,80.53,78,100,2.01,overcast clouds
538,Vitim,RU,59.4511,112.5578,-28.12,100,99,1.1,overcast clouds
539,New Richmond,US,45.123,-92.5366,6.48,47,75,5.75,broken clouds
540,Sistranda,NO,63.7256,8.834,37.9,71,100,13.78,overcast clouds
541,Gorno-Altaysk,RU,51.9561,85.955,-0.78,86,3,6.8,clear sky
542,Pundaguitan,PH,6.3711,126.1689,80.31,76,79,16.62,broken clouds
543,Uyuni,BO,-20.4597,-66.825,61.21,22,98,4.99,overcast clouds
544,Takoradi,GH,4.8845,-1.7554,79.45,84,74,5.73,broken clouds
545,Tlaxco,MX,19.6167,-98.1167,64.29,36,99,5.3,overcast clouds
546,Mnogovershinnyy,RU,53.9353,139.9242,0.77,99,100,2.75,overcast clouds
547,Yendi,GH,9.4427,-0.0099,86.36,31,16,3.4,few clouds
548,Aldan,RU,58.6031,125.3894,-30.53,98,87,3.29,overcast clouds
549,Urumqi,CN,43.801,87.6005,11.35,92,75,4.47,mist
550,Cerqueira Cesar,BR,-23.0356,-49.1661,70.84,75,1,7.29,clear sky
551,Saint-Brieuc,FR,48.4167,-2.8333,43.74,83,0,4.61,clear sky
552,Mugumu,TZ,-1.85,34.7,61.18,95,100,3.89,moderate rain
553,Ilulissat,GL,69.2167,-51.1,15.82,86,100,23.02,snow
554,Marsh Harbour,BS,26.5412,-77.0636,76.66,75,18,9.22,few clouds
555,Lavumisa,SZ,-27.31,31.892,68.05,92,0,2.73,clear sky
556,Peniche,PT,39.3558,-9.3811,54.63,90,21,10.67,few clouds
557,Pokhara,NP,28.2333,83.9833,49.93,53,0,4.29,clear sky
558,Kashi,CN,39.4547,75.9797,36.61,32,20,4.47,few clouds
559,Truro,GB,50.2653,-5.0544,51.08,100,75,19.57,broken clouds
560,Farafangana,MG,-22.8167,47.8333,75.65,84,91,8.21,light rain
561,Northam,GB,51.0333,-4.2167,50.41,96,100,20.76,light rain
562,Arlit,NE,18.7369,7.3853,68.04,14,0,7.36,clear sky
563,Norden,DE,53.6,7.2,37.94,69,99,22.55,overcast clouds
564,Saint-Joseph,RE,-21.3667,55.6167,77.36,79,18,9.62,few clouds
565,Saint-Ambroise,CA,48.5501,-71.3324,7.34,93,100,12.57,light snow
566,Channel-Port Aux Basques,CA,47.5702,-59.1367,38.17,98,100,23.47,overcast clouds
567,Volksrust,ZA,-27.3654,29.8818,55.81,65,1,3.22,clear sky
568,Guntakal,IN,15.1667,77.3833,70.56,66,5,7.87,clear sky
569,Caernarfon,GB,53.1413,-4.2702,48.7,48,100,16.11,overcast clouds
570,Noumea,NC,-22.2763,166.4572,84.18,99,94,4.14,overcast clouds
571,Minna,NG,9.6139,6.5569,82.22,11,4,5.01,clear sky
572,Buala,SB,-8.145,159.5921,80.96,78,97,2.3,overcast clouds
573,Port Hedland,AU,-20.3167,118.5667,82.45,94,40,6.91,light rain
574,Loreto,MX,22.2667,-101.9667,65.16,9,15,4.92,few clouds
575,Hammerfest,NO,70.6634,23.6821,28.85,86,75,11.5,broken clouds
576,Lebedyn,UA,50.5852,34.4849,21.69,94,7,7.23,clear sky
577,Progreso,MX,21.2833,-89.6667,78.12,82,87,13.0,overcast clouds
578,Comodoro Rivadavia,AR,-45.8667,-67.5,85.86,23,0,10.36,clear sky
579,Guangyuan,CN,32.442,105.823,41.61,87,53,2.48,broken clouds
580,Oyonnax,FR,46.2592,5.6573,41.23,83,100,4.56,overcast clouds
581,Charleston,US,32.7766,-79.9309,66.36,57,40,9.22,scattered clouds
582,Hamilton,US,39.1834,-84.5333,30.72,76,100,9.22,overcast clouds
583,Waitati,NZ,-45.75,170.5667,50.81,84,100,7.05,overcast clouds
584,Portsmouth,GB,50.799,-1.0913,47.14,90,100,11.99,overcast clouds
585,Sharjah,AE,25.3573,55.4033,73.26,66,0,4.61,clear sky
586,Panama City,PA,8.9936,-79.5197,89.55,52,20,14.97,few clouds
587,Cochrane,CA,51.1834,-114.4687,50.27,29,0,13.8,clear sky
588,Barentu,ER,15.1139,37.5928,64.49,61,0,3.67,clear sky
589,Zemen,BG,42.4789,22.7492,41.74,80,100,3.53,overcast clouds
590,Praxedis Guerrero,MX,31.3667,-106.0167,53.15,36,2,9.73,clear sky
591,Barra Do Garcas,BR,-15.89,-52.2567,74.7,91,64,2.51,broken clouds
592,Saryozek,KZ,44.3583,77.9753,16.83,81,96,3.91,overcast clouds
593,Kuytun,RU,54.3419,101.5036,-32.35,100,72,2.55,broken clouds
594,Novyy Urengoy,RU,66.0833,76.6333,-9.9,96,39,14.32,scattered clouds
595,Minas,UY,-34.3759,-55.2377,62.53,89,100,15.08,overcast clouds
596,Talcahuano,CL,-36.7167,-73.1167,67.68,56,0,13.8,clear sky
597,Sindor,RU,62.8629,51.8905,15.04,97,96,4.25,overcast clouds
598,Tateyama,JP,34.9833,139.8667,43.11,60,71,2.46,light rain
599,Gasa,PS,31.5,34.4667,51.91,74,0,5.1,clear sky
600,Kucevo,RS,44.4775,21.67,30.92,79,86,13.04,overcast clouds
601,Lata,PT,40.1629,-8.3327,49.71,98,48,1.61,scattered clouds
602,Ankazobe,MG,-18.3167,47.1167,61.21,92,65,3.2,broken clouds
603,Barmer,IN,25.75,71.3833,61.72,22,0,4.09,clear sky
604,Sikeston,US,36.8767,-89.5879,37.4,33,100,10.45,overcast clouds
605,Tianpeng,CN,30.9866,103.9393,36.07,89,68,1.23,broken clouds
606,Kritsa,GR,35.1667,25.65,51.44,74,64,4.59,broken clouds
607,Talnakh,RU,69.4865,88.3972,-8.82,78,17,9.17,few clouds
608,Poya,NC,-21.35,165.15,85.19,69,90,2.84,overcast clouds
609,Hailar,CN,49.2,119.7,-29.54,100,100,3.53,overcast clouds
610,Oktyabrskiy,RU,54.4815,53.471,24.33,95,100,7.83,overcast clouds
611,Basoko,CD,1.2391,23.616,78.17,58,100,1.95,overcast clouds
612,Simacota,CO,6.4429,-73.3369,70.39,92,54,1.97,broken clouds
613,Novaya Malykla,RU,54.2,49.95,26.24,96,100,7.61,light snow
614,Bandarbeyla,SO,9.4942,50.8122,75.47,70,100,13.42,overcast clouds
615,North Las Vegas,US,36.1989,-115.1175,72.81,9,0,8.05,clear sky
616,Phulpur,IN,25.55,82.1,49.39,59,0,1.66,clear sky
617,Linxia,CN,35.6003,103.2064,10.08,67,2,5.1,clear sky
618,Tucuman,AR,-26.8241,-65.2226,73.4,64,20,4.61,few clouds
619,Bageshwar,IN,29.85,79.7667,43.74,59,0,2.53,clear sky
620,Sorong,ID,-0.8833,131.25,78.24,86,100,8.72,overcast clouds
621,Burnie,AU,-41.0667,145.9167,64.92,72,100,12.5,overcast clouds
622,Beboto,TD,8.2668,16.939,74.44,17,24,4.09,few clouds
623,Umm Lajj,SA,25.0213,37.2685,67.08,25,0,16.44,clear sky
624,Karlshamn,SE,56.1706,14.8619,36.09,77,100,16.4,overcast clouds
625,Tuy Hoa,VN,13.0833,109.3,73.8,92,81,4.7,broken clouds
626,Zyryanskoye,RU,56.8306,86.6258,-0.72,89,6,11.27,clear sky
627,Clyde River,CA,70.4692,-68.5914,-16.37,76,100,35.68,snow
628,Makurdi,NG,7.7411,8.5121,81.39,12,52,2.28,broken clouds
629,Clarence Town,AU,-32.5833,151.7833,72.86,62,100,3.13,overcast clouds
630,Fasa,IR,28.9383,53.6482,47.44,93,100,4.61,overcast clouds
631,Saint-Pierre,RE,-21.3393,55.4781,78.44,83,20,5.75,few clouds
632,Gobabis,NA,-22.45,18.9667,73.15,49,88,8.84,overcast clouds
633,Jacareacanga,BR,-6.2222,-57.7528,75.02,97,100,2.26,light rain
634,Maputo,MZ,-25.9653,32.5892,78.22,78,40,2.3,scattered clouds
635,Outjo,NA,-20.1167,16.15,65.73,90,100,5.41,moderate rain
636,Leogane,HT,18.5108,-72.6339,89.8,68,3,5.39,clear sky
637,Liberal,US,37.0431,-100.921,49.23,31,0,13.8,clear sky
638,Siavonga,ZM,-16.5382,28.7088,72.0,87,68,5.37,light rain
639,Sedona,US,34.8697,-111.761,69.06,11,0,4.61,clear sky
640,Reconquista,AR,-29.15,-59.65,70.61,60,100,7.78,overcast clouds
641,Pimentel,PE,-6.8367,-79.9342,77.29,57,0,17.27,clear sky
642,Taltal,CL,-25.4,-70.4833,69.39,76,22,7.14,few clouds
643,Primero De Enero,CU,21.9469,-78.4283,80.46,74,65,9.57,broken clouds
644,Arivonimamo,MG,-19.0167,47.1833,59.05,93,30,3.71,scattered clouds
645,Kuroiso,JP,36.9667,140.05,31.41,78,80,3.83,broken clouds
646,Luganville,VU,-15.5333,167.1667,77.9,91,100,6.15,overcast clouds
647,Labuhan,ID,-6.8844,112.2051,77.58,83,100,3.47,light rain
648,Beira,MZ,-19.8436,34.8389,82.49,69,40,10.36,scattered clouds
649,Cayenne,GF,4.9333,-52.3333,77.09,88,100,5.75,overcast clouds
650,Kutum,SD,14.2,24.6667,58.53,18,21,6.8,few clouds
651,Planeta Rica,CO,8.4147,-75.5883,88.84,69,29,10.85,scattered clouds
652,Calnic,RO,45.8833,23.6667,23.83,83,6,1.61,clear sky
653,San Andres,CO,12.5847,-81.7006,80.62,78,20,11.5,few clouds
654,Nuevo Progreso,MX,23.1667,-97.95,83.59,64,40,11.01,scattered clouds
655,Birao,CF,10.2849,22.7882,69.4,11,66,6.58,broken clouds
656,Soldotna,US,60.4878,-151.0583,31.95,94,100,3.44,mist
657,Warrnambool,AU,-38.3833,142.4833,76.8,44,90,16.4,overcast clouds
658,Imuris,MX,30.7833,-110.8667,74.52,15,0,11.21,clear sky
659,Helena,US,46.5927,-112.0361,48.25,40,0,6.91,clear sky
660,Pryozerne,UA,45.2698,36.3303,37.76,71,99,18.84,overcast clouds
661,Chiredzi,ZW,-21.05,31.6667,69.53,56,7,5.68,clear sky
662,El Tigre,VE,8.8875,-64.2454,80.15,49,68,10.69,broken clouds
663,Lamu,KE,-2.2717,40.902,77.22,85,80,9.69,broken clouds
664,Iracoubo,GF,5.4802,-53.2011,75.94,89,92,11.12,overcast clouds
665,Polson,US,47.6936,-114.1632,44.74,61,10,0.94,clear sky
666,Touho,NC,-20.7833,165.2333,81.97,73,79,1.99,broken clouds
667,Longuenesse,FR,50.734,2.2352,37.96,64,74,12.15,broken clouds
668,Fort-Shevchenko,KZ,44.5086,50.263,41.36,93,93,10.18,overcast clouds
669,Inirida,CO,3.8653,-67.9239,80.89,69,92,2.17,overcast clouds
670,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.8,95,91,3.98,light rain
671,Carutapera,BR,-1.195,-46.02,77.18,91,99,5.95,overcast clouds
672,Moussoro,TD,13.6408,16.4901,69.31,12,43,12.33,scattered clouds
673,Volot,RU,57.9278,30.7025,32.5,86,100,14.67,overcast clouds
674,Am Timan,TD,11.0297,20.2827,76.53,15,83,7.07,broken clouds
675,Rincon,US,32.296,-81.2354,66.65,42,75,3.44,broken clouds
676,Acari,PE,-15.4311,-74.6158,74.95,72,63,5.61,broken clouds
677,Havelock,US,34.8791,-76.9013,63.01,69,75,11.5,broken clouds
678,Kropotkin,RU,45.4375,40.5756,38.88,84,100,17.56,overcast clouds
679,Marsa Matruh,EG,31.3525,27.2453,50.2,81,20,3.44,few clouds
